,Segment_Num,Route,County,District,Postmile,Postmile_Boundary,Postmile_Distance,Latitude,Longitude,Ahead_Collisions_Rate,Back_Collisions_Rate,Previous_Back_Peak_Hourly,Previous_Back_Peak_Monthly,Previous_Ahead_Peak_Hourly,Previous_Ahead_Peak_Monthly,Previous_Ahead_Collision_Ratio,Previous_Back_Collision_Ratio,Previous_Ahead_Collision_Spread,Previous_Back_Collision_Spread,Previous_Ahead_Collisions_Per_Distance,Previous_Ahead_Collisions_Morning_Ratio,Previous_Ahead_Collisions_Daytime_Ratio,Previous_Ahead_Collisions_Evening_Ratio,Previous_Ahead_Collisions_Nighttime_Ratio,Previous_Back_Collisions_Per_Distance,Previous_Back_Collisions_Morning_Ratio,Previous_Back_Collisions_Daytime_Ratio,Previous_Back_Collisions_Evening_Ratio,Previous_Back_Collisions_Nighttime_Ratio,Pred_Ahead_Collisions_Rate,Pred_Diff
1680,1926,36,48,1,0.0,0.298,0.298,40.54862242,-124.1454014,0.00023255813953488373,0.0,0,0,600,5100,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034564734,-0.00011827479961306548
1681,1927,36,48,1,0.298,2.8110000000000004,2.513,40.54855435,-124.1397848,0.00046511627906976747,0.0006976744186046513,600,5100,600,5200,0.38461538461538464,0.6153846153846154,0.40978042901046396,0.7001884312709791,1.9896538002387585,0.6,0.0,0.2,0.2,3.183446080382013,0.25,0.125,0.5,0.125,0.0006863773,-0.0003324236703473468
1682,1928,36,48,1,2.8110000000000004,3.27,0.4590000000000001,40.54763066,-124.096962,0.0,0.0,570,5000,560,5200,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034302473,-0.0003210306167602539
1683,1929,36,48,1,3.27,7.54,4.27,40.54578901,-124.0889621,0.00075,0.0007142857142857143,580,5500,530,4600,0.5,0.5,1.2365273955719704,0.6696048586044361,0.936768149882904,0.0,0.5,0.25,0.25,0.936768149882904,0.25,0.0,0.75,0.0,0.0009302199,-0.0002862565517425537
1684,1930,36,48,1,7.54,23.709,16.169,40.51938097,-124.0235381,0.006666666666666667,0.006666666666666667,260,2300,260,2300,0.40540540540540543,0.5945945945945946,3.7226984580440847,4.6759930537759615,0.9277011565341085,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.3333333333333333,1.3606283629166924,0.045454545454545456,0.2272727272727273,0.3636363636363637,0.3636363636363637,0.008169442,-0.001211070617039998
1685,1931,36,48,1,23.709,23.916,0.20700000000000074,40.46820987,-123.8029291,0.0,0.0,360,1900,310,1650,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011564195,-0.0012758374214172363
1686,1932,36,48,1,23.916,43.955,20.039,40.46849233,-123.7992912,0.005217391304347826,0.012,310,1650,280,1500,0.4166666666666667,0.5833333333333334,5.462611198969877,5.9479139421932015,0.4990268975497779,0.0,0.7,0.1,0.2,0.6986376565696889,0.14285714285714285,0.35714285714285715,0.42857142857142855,0.07142857142857142,0.009128422,-0.0038747012096902603
1687,1933,36,48,1,43.955,45.681,1.725999999999999,40.47882907,-123.5709457,0.0,0.0,140,1300,130,1300,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.5793742757821556,0.0,0.0,1.0,0.0,0.0014250875,-0.0014091730117797852
1688,1934,36,48,1,45.681,1000.0,5.710125,40.46553654,-123.54448159999998,0.0,0.0,150,1200,0,0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032070577,-0.004186391830444336
1689,1935,36,14,2,0.0,3.324,3.324,40.46553654,-123.54448159999998,0.0,0.0,0,0,150,1200,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.3008423586040915,0.0,0.0,0.0,1.0,0.001439929,-0.001367032527923584
1690,1936,36,14,2,3.324,18.09,14.765999999999998,40.44444625,-123.4951379,0.0019607843137254897,0.0021052631578947372,140,1100,100,750,0.5,0.5,0.21849599538664394,0.6717514421272203,0.1354462955438169,0.0,0.5,0.5,0.0,0.1354462955438169,0.0,0.5,0.5,0.0,0.0046529174,-0.0028570591234693345
1691,1937,36,14,2,18.09,27.23,9.14,40.37212757,-123.3091192,0.0,0.0,90,690,90,690,1.0,0.0,0.5798275605729691,-1.0,0.2188183807439825,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006349057,-0.003015667200088501
1692,1939,36,14,2,41.139,1000.0,10.28475,40.38168103,-123.0160606,0.0,0.0,100,420,0,0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045118034,-0.006296724081039429
1693,1940,36,31,2,0.0,8.87,8.87,40.38168103,-123.0160606,0.0,0.0,0,0,100,420,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004494101,-0.005135953426361084
1694,1941,36,31,2,8.87,11.928,3.0580000000000016,40.36135835,-122.8878291,0.0,0.0,130,550,80,480,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.32701111837802466,0.0,0.0,0.0,1.0,0.00393185,-0.003726273775100708
1695,1942,36,31,2,11.928,1000.0,5.964,40.34775188,-122.8646166,0.0,0.0,80,480,0,0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039393306,-0.004752516746520996
1696,1943,36,30,2,0.0,23.2,23.2,40.34775188,-122.8646166,0.010256410256410256,0.0,0,0,80,480,0.5454545454545454,0.4545454545454545,6.590655253210159,8.181744850580468,0.25862068965517243,0.0,0.16666666666666666,0.5,0.3333333333333333,0.2155172413793104,0.0,0.0,0.4,0.6,0.014174402,-0.0008095794763320532
1697,1945,36,30,2,28.216,33.739000000000004,5.522999999999996,40.22648148,-122.4610652,0.0020833333333333333,0.0,90,680,70,590,0.0,1.0,-1.0,2.941564209736037,0.0,0.0,0.0,0.0,0.0,0.3621220351258377,0.0,0.0,1.0,0.0,0.0036049783,-0.00038698116938273115
1698,1946,36,30,2,33.739000000000004,39.3,5.561,40.22398804,-122.340759,0.0015384615384615385,0.0,170,1450,170,1450,0.25,0.75,-1.0,2.2750018315010934,0.1798237727027513,0.0,0.0,1.0,0.0,0.5394713181082539,0.0,0.0,0.6666666666666666,0.3333333333333333,0.001489222,0.00018513807883629432
1699,1947,36,30,2,39.3,39.72,0.4200000000000017,40.2107075,-122.2712451,0.0,0.0,290,3100,330,3600,1.0,0.0,-1.0,-1.0,2.380952380952371,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0005056262,-0.0004890263080596924
1700,1948,36,30,2,39.72,39.734,0.0140000000000029,40.20834557,-122.2644843,0.0,0.0,330,3600,330,3600,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,71.42857142855662,0.0,0.0,0.0,1.0,0.00026071072,-0.0004495680332183838
1701,1949,36,30,2,39.734,40.315,0.580999999999996,40.19841233,-122.2427804,0.0,0.00029850746268656717,330,3600,700,7700,1.0,0.0,0.049497474683058526,-1.0,3.4423407917384066,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0002886355,-0.00027438998222351074
1702,1950,36,30,2,40.315,40.87,0.5549999999999997,40.18985443,-122.2392982,0.00020408163265306123,8.849557522123894e-05,1100,12100,1000,10000,0.75,0.25,0.10969655114602757,-1.0,5.405405405405408,0.0,0.0,1.0,0.0,1.8018018018018027,0.0,0.0,1.0,0.0,0.0003027618,-6.619562908094756e-05
1703,1951,36,30,2,40.87,41.15,0.28000000000000114,40.18124915,-122.2381483,0.0002298850574712644,0.0003061224489795918,1000,10000,960,9100,0.0,1.0,-1.0,0.09899494936611704,0.0,0.0,0.0,0.0,0.0,7.142857142857113,0.0,0.5,0.5,0.0,0.0002823472,1.831837084101539e-05
1704,1952,36,30,2,41.15,41.29,0.14000000000000054,40.17776401,-122.2351506,8.604371020478405e-05,0.0002298850574712644,960,9100,1250,12100,1.0,0.0,0.0,-1.0,14.285714285714233,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00028133392,-0.00011017478039580189
1705,1953,36,30,2,41.29,41.4,0.10999999999999943,40.17691681,-122.2334727,0.00020833333333333332,0.0001720874204095681,1250,12100,1850,19700,0.125,0.875,-1.0,0.03667424164178479,9.090909090909136,1.0,0.0,0.0,0.0,63.63636363636397,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,0.00029367208,3.144343694051093e-06
1706,1954,36,30,2,41.4,41.67,0.2700000000000031,40.17768441,-122.2318349,0.00020833333333333332,0.00015625,1850,19700,1850,19700,0.75,0.25,0.03125166662222398,0.16263455967290372,22.22222222222197,0.0,0.16666666666666666,0.8333333333333334,0.0,7.40740740740732,0.0,0.5,0.5,0.0,0.00031229854,-5.660931269327801e-05
1707,1955,36,30,2,41.67,41.847,0.1769999999999996,40.17948265,-122.22779479999998,5.208333333333334e-05,0.0003125,1850,19700,2400,22800,0.8333333333333334,0.16666666666666666,0.049295030175463786,-1.0,28.248587570621535,0.2,0.0,0.6,0.2,5.6497175141243074,0.0,1.0,0.0,0.0,0.00027814507,-0.00013632694880167642
1708,1956,36,30,2,41.847,42.79,0.9429999999999978,40.18067545,-122.2251513,0.0003664921465968586,0.0004166666666666667,2400,22800,2850,20400,0.6,0.4,0.36615858737862506,0.1462418088874257,9.544008483563116,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.0,6.3626723223754125,0.5,0.0,0.5,0.0,0.0003040135,0.00011618244086260569
1709,1957,36,30,2,42.79,43.28,0.490000000000002,40.18607241,-122.2086727,0.00012987012987012987,0.0002617801047120419,2850,20400,1500,16700,0.4,0.6,0.09899494936611704,0.1913983629327427,4.081632653061208,0.0,0.0,1.0,0.0,6.122448979591813,0.3333333333333333,0.0,0.6666666666666666,0.0,0.000300318,-8.13985335362422e-05
1710,1958,36,30,2,43.28,44.004,0.7239999999999966,40.18581933,-122.1995413,0.0,0.0,1500,16700,1050,12500,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.381215469613266,0.0,0.0,0.0,1.0,0.00023266673,-0.00018641352653503418
1711,1959,36,30,2,44.004,55.26,11.255999999999998,40.185694,-122.1860524,0.0015789473684210526,0.0003636363636363636,1050,12500,300,2750,0.2,0.8,-1.0,2.49516031549077,0.08884150675195453,0.0,1.0,0.0,0.0,0.3553660270078181,0.25,0.5,0.0,0.25,0.0015874207,0.0001280213029761063
1712,1960,36,30,2,55.26,58.18,2.9200000000000017,40.31364006,-122.0708864,0.0008333333333333334,0.0,170,2400,220,2050,0.5,0.5,-1.0,-1.0,0.3424657534246573,0.0,0.0,1.0,0.0,0.3424657534246573,1.0,0.0,0.0,0.0,0.0012271106,-0.00035914699236551915
1713,1961,36,30,2,58.18,83.14200000000002,24.962,40.31106320000001,-122.017346,0.00631578947368421,0.0041666666666666675,220,2050,170,1550,0.4,0.6,3.3941125496954263,8.32041465312877,0.08012178511337233,0.0,0.5,0.5,0.0,0.1201826776700585,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0033736825,0.00352796102824964
1714,1962,36,30,2,83.14200000000002,87.681,4.5390000000000015,40.34758711,-121.59663909999998,0.0011111111111111113,0.003,230,1950,200,1800,0.5,0.5,-1.0,-1.0,0.22031284423881906,1.0,0.0,0.0,0.0,0.22031284423881906,1.0,0.0,0.0,0.0,0.0015903711,-0.0007958500915103486
1715,1963,36,30,2,87.681,91.253,3.5720000000000027,40.36542721,-121.5355748,0.0014285714285714286,0.001176470588235294,170,1400,100,1150,0.6666666666666666,0.3333333333333333,0.8555992052357181,-1.0,0.5599104143337061,0.0,0.0,0.5,0.5,0.2799552071668531,0.0,0.0,1.0,0.0,0.0025676787,-0.000978651557649885
1716,1964,36,30,2,91.253,99.935,8.682000000000002,40.36192002,-121.5118466,0.0020408163265306124,0.0,100,1150,110,1350,0.3333333333333333,0.6666666666666666,-1.0,2.8072139213105927,0.11518083390923747,0.0,0.0,1.0,0.0,0.2303616678184749,0.0,0.5,0.0,0.5,0.0020021498,-0.0006699433132093778
1717,1965,36,30,2,99.935,104.002,4.066999999999993,40.27940268,-121.4212182,0.0,0.0,110,1350,420,2500,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008390546,-0.0007990598678588867
1718,1966,36,30,2,104.002,1000.0,4.521826086956521,40.26185119,-121.3524649,0.0,0.0,350,2750,0,0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024848282,-0.003666222095489502
1719,1967,36,49,2,0.0,6.287000000000001,6.287000000000001,40.26185119,-121.3524649,0.001212121212121212,0.0,0,0,350,2750,0.6666666666666666,0.3333333333333333,3.507249634685276,-1.0,0.3181167488468267,0.5,0.0,0.5,0.0,0.15905837442341336,0.0,0.0,1.0,0.0,0.0009240806,0.0001649570103847617
1720,1969,36,49,2,8.08,8.84,0.7599999999999998,40.30114632,-121.2360945,0.00034482758620689647,0.0,480,4700,480,4700,0.5,0.5,0.09643650760992917,0.040000000000000036,3.9473684210526327,0.0,0.6666666666666666,0.3333333333333333,0.0,3.9473684210526327,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0006311238,-0.00034473854919959767
1721,1970,36,49,2,8.84,9.18,0.33999999999999986,40.310651,-121.2285856,0.00020833333333333332,0.0,700,6600,700,6600,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.9411764705882364,1.0,0.0,0.0,0.0,0.00031110644,-8.188168207804363e-05
1722,1971,36,49,2,9.18,13.93,4.75,40.31246633,-121.223021,0.0002631578947368421,0.0,610,5500,520,5500,0.0,1.0,-1.0,1.302417623754634,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.25,0.0,0.25,0.5,0.000556618,-0.00028907913910715204
1723,1972,36,49,2,13.93,18.421,4.4910000000000005,40.30510012,-121.14312920000002,0.001081081081081081,0.0,520,5500,240,2500,0.75,0.25,1.6685422779580188,-1.0,0.668002672010688,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.22266755733689603,0.0,0.0,1.0,0.0,0.0009448528,3.39168793446309e-05
1724,1973,36,49,2,18.421,1000.0,3.0701666666666667,40.31469868,-121.0609575,0.0,0.0,240,2500,0,0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017457008,-0.002504110336303711
1725,1974,36,50,2,0.0,0.76,0.76,40.31469868,-121.0609575,0.0005405405405405405,0.0,0,0,240,2500,0.0,1.0,-1.0,0.3252691193458118,0.0,0.0,0.0,0.0,0.0,2.631578947368421,1.0,0.0,0.0,0.0,0.0005481839,-0.0001070043202993032
1726,1975,36,50,2,0.76,3.1,2.34,40.31081869,-121.0485676,0.0,0.0,240,2500,230,3150,0.5,0.5,-1.0,-1.0,0.4273504273504274,0.0,1.0,0.0,0.0,0.4273504273504274,0.0,0.0,1.0,0.0,0.00076782703,-0.0007928013801574707
1727,1976,36,50,2,3.1,3.706,0.6059999999999999,40.31456356,-121.0043193,0.0,0.0,230,3150,270,2700,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00056532025,-0.0005911588668823242
1728,1977,36,50,2,3.706,19.196,15.490000000000002,40.31513372,-120.9933955,0.0027272727272727275,0.0005,290,2900,270,2750,0.42105263157894735,0.5789473684210527,2.817581282893944,4.321346928068524,0.5164622336991607,0.25,0.375,0.25,0.125,0.710135571336346,0.09090909090909093,0.2727272727272727,0.3636363636363637,0.2727272727272727,0.003099978,-0.0008619699694893575
1729,1978,36,50,2,19.196,22.06,2.863999999999997,40.41120567,-120.7552918,0.0005479452054794519,0.0004545454545454546,270,2750,500,5000,0.75,0.25,0.8009902204979378,-1.0,1.0474860335195542,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3491620111731847,0.0,0.0,1.0,0.0,0.00062280893,-5.042582342069458e-05
1730,1979,36,50,2,22.06,24.46,2.400000000000002,40.42007524,-120.7031657,0.0002173913043478261,0.0005405405405405405,520,4950,520,6100,0.25,0.75,-1.0,0.7812562533083075,0.4166666666666663,0.0,0.0,1.0,0.0,1.249999999999999,0.0,0.0,1.0,0.0,0.00043469667,-0.0002622472721597423
1731,1980,36,50,2,24.46,25.05,0.5899999999999999,40.4185906,-120.6643962,0.00016393442622950817,0.0013725490196078432,520,6100,700,7100,0.3333333333333333,0.6666666666666666,0.2545584412271567,0.200722652765784,3.3898305084745766,0.0,1.0,0.0,0.0,6.779661016949153,0.0,0.0,1.0,0.0,0.00039425492,-0.00021169404514500355
1732,1981,36,50,2,25.05,25.356,0.3060000000000009,40.41675,-120.6542754,0.0006666666666666666,0.00016666666666666666,1250,12700,1250,12700,0.8571428571428571,0.14285714285714285,0.056361925682739324,-1.0,19.60784313725485,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3.267973856209141,0.0,1.0,0.0,0.0,0.00034573674,0.0003890282313028971
1733,1982,36,50,2,25.356,25.94,0.5839999999999996,40.41549379,-120.6489338,0.0004137931034482759,0.0007017543859649122,1250,12700,1600,18700,0.5,0.5,0.2615339366124401,0.3042893359945445,5.136986301369866,0.0,0.3333333333333333,0.6666666666666666,0.0,5.136986301369866,0.0,0.3333333333333333,0.6666666666666666,0.0,0.00032365322,0.00013436652874124466
1734,1983,36,50,2,25.94,26.22,0.2799999999999976,40.41261781,-120.6389513,6.289308176100629e-05,6.896551724137931e-05,1600,18700,1650,17600,0.375,0.625,0.15307950004273313,0.06418722614352476,10.714285714285806,0.0,0.0,0.6666666666666666,0.3333333333333333,17.85714285714301,0.4,0.4,0.2,0.0,0.0002912879,-0.00016631657972275836
1735,1984,36,50,2,26.22,29.394,3.1739999999999995,40.40953693,-120.6350036,0.00044943820224719103,0.0003773584905660377,1650,17600,900,10100,0.5,0.5,1.2355511590649202,1.3103498260642708,1.8903591682419665,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.8903591682419665,0.0,0.5,0.5,0.0,0.0005953908,-0.00010726917995495741
1736,1985,36,50,2,29.394,46.481,17.087000000000003,40.38056882,-120.5919237,0.0,0.0,900,10100,0,0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004980117,-0.0088023841381073
1737,1987,37,10,4,11.2,13.773,2.5730000000000004,38.079415,-122.544593,0.000175,0.0,0,0,3850,43500,0.35714285714285715,0.6428571428571429,0.5842259836741261,0.9205447360726752,1.9432568985619896,0.2,0.2,0.6,0.0,3.4978624174115813,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.00040575862,-0.0001721076488494873
1738,1988,37,10,4,13.773,14.473,0.7000000000000011,38.105199,-122.511808,2.5e-05,7.5e-05,3850,42500,3850,42500,0.4444444444444444,0.5555555555555556,0.1411854572303158,0.21326040420106154,5.7142857142857055,0.0,0.25,0.75,0.0,7.1428571428571335,0.4,0.0,0.4,0.2,0.00023186207,-0.00011822996139526367
1739,1989,37,10,4,14.473,14.617,0.14400000000000013,38.113981,-122.507468,0.0,0.0,3550,38500,3550,38500,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021189451,-0.00011175870895385742
1740,1990,37,10,4,14.617,1000.0,1.1390000000000005,38.11542433,-122.5056533,0.0,0.0,3550,38500,0,0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4703484e-06,-0.00020632147789001465
1741,1991,37,11,4,0.0,2.06,2.06,38.11542433,-122.5056533,0.00034666666666666667,0.0,0,0,3550,38500,0.6875,0.3125,0.6564823614607562,0.5271811832757312,5.339805825242719,0.09090909090909093,0.09090909090909093,0.7272727272727273,0.09090909090909093,2.4271844660194173,0.0,0.0,0.6,0.4,0.00040757656,4.9477907816569016e-05
1742,1992,37,11,4,2.06,3.9,1.84,38.134063,-122.476357,0.00115,0.0003733333333333333,3550,38500,4300,47500,0.7708333333333334,0.22916666666666666,0.4891140793133874,0.6802566360639863,20.10869565217391,0.027027027027027032,0.054054054054054064,0.8378378378378378,0.08108108108108109,5.978260869565218,0.3636363636363637,0.3636363636363637,0.2727272727272727,0.0,0.0004928112,0.0006538807392120361
1743,1993,37,11,4,3.9,6.245,2.345,38.15082816,-122.44933020000002,0.0008266666666666666,0.000625,4300,47500,2750,36500,0.4893617021276596,0.5106382978723404,0.7536475203835259,0.9016888341457868,9.808102345415778,0.0,0.08695652173913042,0.8695652173913043,0.043478260869565216,10.234541577825158,0.25,0.3333333333333333,0.375,0.04166666666666666,0.00051796436,0.0002757409350077311
1744,1994,37,11,4,6.245,1000.0,2.0816666666666666,38.15566018,-122.4069605,0.0,0.0,2750,36000,0,0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014333129,-0.002077251672744751
1745,1995,37,38,4,0.0,7.212999999999999,7.212999999999999,38.15566018,-122.4069605,0.00047999999999999996,0.0,0,0,2750,36000,0.42857142857142855,0.5714285714285714,1.8196459445827264,2.690290876466706,1.6636628309995842,0.08333333333333333,0.16666666666666666,0.6666666666666666,0.08333333333333333,2.218217107999445,0.5625,0.3125,0.125,0.0,0.0010076463,-0.0003454647254943848
1746,1996,37,38,4,7.212999999999999,8.01,0.7969999999999997,38.11743329,-122.2888629,0.00014084507042253522,0.00034666666666666667,2750,36000,3200,37000,0.1111111111111111,0.8888888888888888,0.21354624791833768,0.2930301463444788,2.5094102885821843,0.0,0.5,0.5,0.0,20.075282308657478,0.8125,0.0625,0.125,0.0,0.000249058,-3.299187606489154e-05
1747,1997,37,38,4,8.01,9.665,1.6549999999999994,38.12200144,-122.2760547,0.00024390243902439024,0.00011267605633802815,3200,37000,3550,41500,0.7692307692307693,0.2307692307692308,0.6400357720265989,0.3168013047111179,12.084592145015108,0.15,0.1,0.25,0.5,3.625377643504533,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.00041291118,-0.00010657287225490663
1748,1998,37,38,4,9.665,10.94,1.2750000000000004,38.13984224,-122.2560764,0.00015714285714285713,0.00029268292682926834,3550,41500,5500,72000,0.65,0.35,0.4842296949133721,0.17383900597967036,10.196078431372547,0.15384615384615385,0.2307692307692308,0.5384615384615384,0.07692307692307693,5.490196078431372,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.00026372075,-5.4513236454554976e-05
1749,1999,37,38,4,10.94,11.41,0.4700000000000006,38.14122800000001,-122.232989,7.526881720430108e-05,0.00018571428571428566,5500,72000,7300,96000,0.56,0.44,0.14048411196390054,0.12072967549635227,29.78723404255316,0.21428571428571427,0.2857142857142857,0.42857142857142855,0.07142857142857142,23.40425531914891,0.18181818181818185,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.00022304058,-6.906383011930732e-05
1750,2002,38,13,8,0.0,0.071,0.071,34.06180829,-117.18252859999998,0.0,0.0,0,0,2100,22600,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025609136,-0.0001360774040222168
1751,2003,38,13,8,0.071,0.5710000000000001,0.5,34.06283741,-117.1825186,7.352941176470589e-05,0.0,2100,22600,1350,14300,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.00024810433,-9.902603486004997e-05
1752,2004,38,13,8,0.5710000000000001,3.071,2.5,34.070034,-117.182494,0.00027586206896551725,0.0002941176470588235,1350,14300,1400,15200,0.3333333333333333,0.6666666666666666,0.761352962385603,0.8608139558967818,1.2,0.0,0.0,1.0,0.0,2.4,0.3333333333333333,0.16666666666666666,0.5,0.0,0.00042033195,-0.00014587059514275911
1753,2006,38,13,8,4.07,8.53,4.459999999999999,34.06986161,-117.1214174,0.0010526315789473684,0.0004385964912280702,1100,12000,1100,12000,0.4545454545454545,0.5454545454545454,0.7676457516328739,1.0528960062608272,1.1210762331838566,0.0,0.4,0.4,0.2,1.345291479820628,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0005969703,0.00040559335758811547
1754,2007,38,13,8,8.53,9.72,1.1900000000000013,34.07838929,-117.0487394,0.0,0.0002631578947368421,1950,13800,940,6700,0.16666666666666666,0.8333333333333334,-1.0,0.32987876560942786,0.8403361344537806,0.0,1.0,0.0,0.0,4.201680672268903,0.0,0.2,0.4,0.4,0.00040480494,-0.0004283785820007324
1755,2008,38,13,8,9.72,14.99,5.27,34.091956,-117.0358221,0.0003636363636363636,0.0009090909090909092,940,6700,940,6700,0.5714285714285714,0.42857142857142855,1.8294511927533532,1.7247608529880312,0.7590132827324478,0.25,0.0,0.5,0.25,0.5692599620493359,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0008363724,-0.0004723485816608776
1756,2009,38,13,8,14.99,25.38,10.39,34.095628999999995,-116.9587298,0.0025714285714285713,0.0005454545454545455,940,6700,600,4250,0.4166666666666667,0.5833333333333334,3.763953773774475,3.9802598070814583,0.9624639076034648,0.3,0.1,0.6,0.0,1.3474494706448508,0.21428571428571427,0.14285714285714285,0.42857142857142855,0.21428571428571427,0.0030526519,-0.0005061380522591728
1757,2010,38,13,8,25.38,30.861,5.4810000000000025,34.160978,-116.9114993,0.0,0.0007407407407407407,460,3250,390,2800,0.5454545454545454,0.4545454545454545,0.5737391974291689,1.9170714123370567,1.0946907498631628,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.912242291552636,0.2,0.2,0.4,0.2,0.0025042593,-0.0025466978549957275
1758,2011,38,13,8,30.861,48.16,17.298999999999996,34.17057633,-116.8279008,0.0023809523809523807,0.0019047619047619048,360,2550,360,2550,0.5714285714285714,0.42857142857142855,4.064789960655092,5.009822296693211,0.6936817157061104,0.08333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.5202612867795827,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.0044757724,-0.002664729810896374
1759,2013,38,13,8,49.53,51.9,2.369999999999997,34.261152,-116.845585,0.0005405405405405405,7.407407407407407e-05,1300,14600,630,4000,1.0,0.0,0.7176297095299209,-1.0,2.5316455696202564,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0008983612,-0.0003041764852162954
1760,2016,38,13,8,59.396,1000.0,4.242571428571429,34.2424,-116.977697,0.0,0.0,350,2300,0,0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004265517,-0.0033479928970336914
1761,2017,39,1,12,0.0,1.63,1.63,33.64860087,-117.9881409,0.0005119453924914676,0.0,0,0,3500,35000,0.48,0.52,0.42828304149985175,0.3275525011744545,7.361963190184048,0.0,0.16666666666666666,0.8333333333333334,0.0,7.975460122699388,0.0,0.3076923076923077,0.4615384615384616,0.2307692307692308,0.0004158318,0.00017443409145081817
1762,2018,39,1,12,1.63,3.12,1.4900000000000002,33.67206848,-117.9884543,0.0008695652173913044,0.0009160305343511449,3850,38000,4700,49500,0.3617021276595745,0.6382978723404256,0.4608046271596725,0.4278416884138661,11.409395973154359,0.05882352941176471,0.05882352941176471,0.5294117647058824,0.35294117647058826,20.13422818791946,0.1,0.06666666666666668,0.6333333333333333,0.2,0.0003374815,0.0005854000734246296
