"District,C,254","Route,C,254","County,C,254","Postmile,C,254","Descriptn,C,254","Back_pk_h,C,254","Back_pk_m,C,254","Back_AADT,C,254","Ahead_pk_h,C,254","Ahead_pk_m,C,254","Ahead_AADT,C,254","Lat_S_or_W,C,254","Lon_S_or_W,N,19,11","Lat_N_or_E,N,19,11","Lon_N_or_E,N,19,11"
2,44,SHA,R27.83,SHINGLETOWN,490,4850,4650,500,4900,3850,40.49236487,-121.88818830000,40.49236487000,-121.88818830000
2,44,SHA,42.818,VIOLA,330,2100,1450,260,1950,1350,40.518513,-121.68265270000,40.51851300000,-121.68265270000
2,44,SHA,R49.353,LASSEN VOLCANIC NATIONAL PARK,260,1950,1350,250,2000,1400,40.54464632,-121.57772990000,40.54464632000,-121.57772990000
2,44,SHA,62.685,JCT. RTE. 89 NORTHWEST,250,2050,1400,280,2500,1800,40.68066679,-121.42463000000,40.68066679000,-121.42463000000
2,44,SHA,71.389,SHASTA/LASSEN COUNTY LINE,280,2500,1800,,,,40.65511902,-121.32235630000,40.65511902000,-121.32235630000
2,44,LAS,0,SHASTA/LASSEN COUNTY LINE,,,,250,2650,1900,40.65511902,-121.32235630000,40.65511902000,-121.32235630000
2,44,LAS,19.29,COUNTY ROAD A 21,250,2650,1900,270,2350,1700,40.53166196,-121.03924580000,40.53162067000,-121.03933050000
2,44,LAS,37.247,JCT. RTE. 36,270,2350,1700,,,,40.411222,-120.75521160000,40.41122200000,-120.75521160000
3,45,YOL,0,"KNIGHTS LANDING, JCT. RTE. 113",,,,160,1500,1100,38.80047603,-121.72020840000,38.80047603000,-121.72020840000
3,45,YOL,0.27,COUNTY ROAD 108,160,1500,1100,160,1280,820,38.80254827,-121.72404740000,38.80254827000,-121.72404740000
3,45,YOL,5.8,COUNTY ROAD P98 A,160,1300,820,150,1050,900,38.85607411,-121.78562570000,38.85607411000,-121.78562570000
3,45,YOL,12.92,YOLO/COLUSA COUNTY,150,1050,900,,,,38.924682,-121.84359000000,38.92468200000,-121.84359000000
3,45,COL,0,YOLO/COLUSA COUNTY,,,,150,1050,900,38.924682,-121.84359000000,38.92468200000,-121.84359000000
3,45,COL,7.365,TULE ROAD,150,1050,900,150,1100,950,39.012559,-121.86661500000,39.01255900000,-121.86661500000
3,45,COL,12.867,GRIMES-ARBUCKLE ROAD,150,1150,1000,180,1350,1200,39.071967,-121.89851600000,39.07196700000,-121.89851600000
3,45,COL,18.469,SYCAMORE CUTOFF ROAD,180,1350,1200,130,950,840,39.13764819,-121.94778460000,39.13764819000,-121.94778460000
3,45,COL,19.85,JCT. RTE. 20,130,950,840,640,7400,7000,39.1501235,-121.96511080000,39.15012350000,-121.96511080000
3,45,COL,20.08,"COLUSA, LURLINE AVENUE",640,7400,7000,650,7400,7100,39.21707078,-122.01859140000,39.21707078000,-122.01859140000
3,45,COL,24.53,MAXWELL COLUSA ROAD,370,3700,3500,220,2300,2100,39.27786333,-122.03543500000,39.27786333000,-122.03543500000
3,45,COL,32.06,COUNTY ROAD P29,220,2300,2100,220,2300,2150,39.38448975,-122.01736610000,39.38448975000,-122.01736610000
3,45,COL,34.176,COLUSA/GLENN COUNTY LINE,220,2300,2150,,,,39.413578,-122.01019800000,39.41357800000,-122.01019800000
3,45,GLE,0,COLUSA/GLENN COUNTY LINE,,,,220,2300,2150,39.413578,-122.01019800000,39.41357800000,-122.01019800000
3,45,GLE,3.059,JCT. RTE. 162 EAST,240,2450,2300,200,1700,1600,39.457317,-122.01729100000,39.45731700000,-122.01729100000
3,45,GLE,7.527,JCT. RTE. 162 WEST,200,1900,1650,290,2900,2650,39.52174183,-122.01404640000,39.52174183000,-122.01404640000
3,45,GLE,11.866,COUNTY ROAD P39,280,2700,2500,220,2250,2100,39.58251698,-122.00754820000,39.58251698000,-122.00754820000
3,45,GLE,17.191,COUNTY ROAD 29 (MICHAEL ROAD),220,2250,2100,260,2550,2350,39.65962165,-122.00816350000,39.65962165000,-122.00816350000
3,45,GLE,R20.591,COUNTY ROAD 24,260,2550,2350,290,2550,2400,39.70853018,-122.00368930000,39.70853018000,-122.00368930000
3,45,GLE,22.68,"HAMILTON CITY, WEST FIRST STREET",290,2550,2450,300,2900,2550,39.73711832,-122.01572110000,39.73711832000,-122.01572110000
3,45,GLE,23.23,"HAMILTON CITY, JCT. RTE. 32",300,2900,2550,,,,39.744532,-122.01937500000,39.74453200000,-122.01937500000
5,46,SLO,R.146,JCT. RTE. 1,,,,600,5300,4150,35.52719528,-121.04472480000,35.52719528000,-121.04472480000
5,46,SLO,R2.372,GREEN VALLEY ROAD,470,4400,3550,450,4300,3450,35.54044008,-121.01075440000,35.54044008000,-121.01075440000
5,46,SLO,R11.471,CYPRESS MOUNTAIN DRIVE,570,5400,4350,610,5700,4650,35.53404335,-120.85927150000,35.53404335000,-120.85927150000
5,46,SLO,R12.664,DOVER CYN RD,630,5900,4800,630,5900,4800,35.53703358,-120.83902200000,35.53703358000,-120.83902200000
5,46,SLO,R15.529,YORK MOUNTAIN ROAD,710,6700,5450,720,6800,5500,35.54750465,-120.79313760000,35.54750465000,-120.79313760000
5,46,SLO,R17.398,VINEYARD DRIVE,750,7000,5700,750,7000,5700,35.55333208,-120.76156110000,35.55333208000,-120.76156110000
5,46,SLO,29.761,SOUTH JCT. RTE. 101,840,8600,7200,2800,29500,24900,35.589388,-120.69567700000,35.58938800000,-120.69567700000
5,46,SLO,32.145,PASO ROBLES AIRPORT ROAD,4100,43000,36300,2600,29000,24500,35.6446543,-120.64327690000,35.64445117000,-120.64328240000
5,46,SLO,45.48,MC MILLAN CANYON ROAD,1900,22300,18000,1500,18200,14400,35.66166717,-120.41407630000,35.66140229000,-120.41405940000
5,46,SLO,54.038,CHOLAME,1500,17800,14100,1500,17400,13800,35.72372321,-120.29642520000,35.72373646000,-120.29641690000
5,46,SLO,55.106,JCT. RTE. 41 NORTHEAST,1100,12700,10100,780,9200,7300,35.734467,-120.28442960000,35.73446700000,-120.28442960000
5,46,SLO,60.849,SAN LUIS OBISPO/KERN COUNTY LINE,820,9800,7650,,,,35.72646493,-120.19378090000,35.72646493000,-120.19378090000
6,46,KER,0,SAN LUIS OBISPO/KERN COUNTY LINE,,,,950,9800,7600,35.72646493,-120.19378090000,35.72646493000,-120.19378090000
6,46,KER,7.33,"KECKS CORNER, COALINGA ROAD",950,9800,7600,830,9000,6900,35.6711397,-120.08200390000,35.67097200000,-120.08216300000
6,46,KER,20.543,"BLACKWELLS CORNER, JCT. RTE. 33",830,9000,6900,970,9700,8000,35.61521377,-119.86765190000,35.61494693000,-119.86765790000
6,46,KER,27.48,BROWN MATERIAL ROAD,970,9700,8000,1050,13500,11000,35.61570723,-119.74300120000,35.61570723000,-119.74300120000
6,46,KER,32.18,WARREN DRIVE,1100,13000,11400,1100,13600,11600,35.61615296,-119.65948850000,35.61606571000,-119.65948060000
6,46,KER,32.533,JCT. RTE. 5,1050,13100,11300,810,7800,6400,35.6162274,-119.65329240000,35.61622740000,-119.65329240000
6,46,KER,32.722,BUFORD STREET,810,7000,6400,810,7000,6400,35.61635016,-119.64992720000,35.61628514000,-119.64992090000
6,46,KER,36.84,CORCORAN ROAD,810,7000,6400,520,7000,6000,35.60736188,-119.58035730000,35.60736188000,-119.58035730000
6,46,KER,43.02,ROWLEE ROAD,630,8600,7200,810,10700,9200,35.601102,-119.47347700000,35.60110200000,-119.47347700000
6,46,KER,50.02,"WASCO, PALM AVENUE",1500,19600,17600,1550,20600,18600,35.60160621,-119.34920910000,35.60153244000,-119.34920910000
6,46,KER,50.904,"WASCO, JCT. RTE. 43 SOUTH",850,10900,10100,800,10900,9400,35.601529,-119.33367200000,35.60152900000,-119.33367200000
6,46,KER,51.215,"WASCO, JCT. RTE. 43 NORTH",800,10900,9400,860,11500,10100,35.60153432,-119.32812140000,35.60153432000,-119.32812140000
6,46,KER,54.09,SMITH AVENUE,850,11400,10000,730,9700,8600,35.60173891,-119.27687870000,35.60173891000,-119.27687870000
6,46,KER,57.785,"FAMOSO, JCT. RTE. 99",790,8100,7300,,,,35.60199928,-119.21124480000,35.60199928000,-119.21124480000
7,47,LA,R0,"LOS ANGELES, JCT. RTE. 110",,,,5400,56000,53000,33.74883971,-118.29084830000,33.74892300000,-118.29086200000
7,47,LA,0.722,"LOS ANGELES, HARBOR BOULEVARD",5400,56000,53000,5300,55000,53000,33.74944914,-118.28163950000,33.74938322000,-118.28163070000
7,47,LA,2.302,"LOS ANGELES, VINCENT THOMAS BRIDGE",5300,55000,53000,1650,14900,13800,33.74900934,-118.26305000000,33.74894648000,-118.26302870000
7,47,LA,3.497,"LONG BEACH, OCEAN BOULEVARD",1650,14900,13800,1650,14900,13800,33.74900934,-118.26305000000,33.74894648000,-118.26302870000
7,47,LA,3.576,"LONG BEACH, NEW DOCK STREET",1650,14900,13800,2100,18200,16900,33.75951058,-118.23883160000,33.75952483000,-118.23876460000
7,47,LA,3.88,"LONG BEACH, HEIM LIFT BRIDGE",2100,18200,16900,2100,18200,16900,33.76382157,-118.23949810000,33.76384783000,-118.23943330000
7,47,LA,4.565,"LOS ANGELES, JCT. RTE. 103",2100,18200,16900,,,,33.77038388,-118.24034070000,33.77039271000,-118.24020430000
6,49,MAD,0,"OAKHURST, JCT. RTE. 41",,,,1350,14600,13400,37.33109147,-119.65555890000,37.33109147000,-119.65555890000
6,49,MAD,4.494,COUNTY ROAD 600,710,8500,7600,640,7900,7000,37.35450918,-119.72413080000,37.35450918000,-119.72413080000
6,49,MAD,5.53,COUNTY ROAD 628,640,7900,7000,540,6700,5900,37.36909847,-119.72534550000,37.36909847000,-119.72534550000
6,49,MAD,8.235,COUNTY ROAD 601,440,5400,4850,390,4500,3900,37.40305182,-119.73361040000,37.40305182000,-119.73361040000
6,49,MAD,9.275,MADERA/MARIPOSA COUNTY LINE,350,3750,3450,,,,37.41704215,-119.73038410000,37.41704215000,-119.73038410000
10,49,MPA,0.332,MADERA/MARIPOSA COUNTY LINE,,,,410,4100,3600,37.41704215,-119.73038410000,37.41704215000,-119.73038410000
10,49,MPA,6.099,TRIANGLE RD RT,430,4200,3800,430,3800,3500,37.46173366,-119.79389300000,37.46173366000,-119.79389300000
10,49,MPA,9.737,WOODLAND/HIRSCH ROADS,480,4700,4250,510,4950,4500,37.44946978,-119.85274280000,37.44946978000,-119.85274280000
10,49,MPA,12.549,BOOTJACK ROAD,660,6400,5800,530,5100,4600,37.46293096,-119.89596400000,37.46293096000,-119.89596400000
10,49,MPA,16.7,"MORMON BAR, BEN HUR ROAD",670,6500,5900,810,6200,5900,37.46198846,-119.94636580000,37.46205128000,-119.94632010000
10,49,MPA,18.51,"MARIPOSA, JCT. RTE. 140",840,6900,6100,780,6900,6300,37.48314131,-119.96377520000,37.48314532000,-119.96375970000
10,49,MPA,18.61,JOE HOWARD ROAD,780,7600,5100,660,8700,4650,37.492848,-119.97466480000,37.49291935000,-119.97468150000
10,49,MPA,20.51,WHITLOCK RD RT,330,3200,2700,340,3350,2300,37.50698445,-120.00312810000,37.50698445000,-120.00312810000
10,49,MPA,22.99,"MOUNT BULLION, CATHAY WAY",240,1900,1500,190,1150,1100,37.50708445,-120.04373620000,37.50708445000,-120.04373620000
10,49,MPA,29.45,"BEAR VALLEY, BEAR VALLEY ROAD",120,870,860,90,510,500,37.56930379,-120.11941950000,37.56930379000,-120.11941950000
10,49,MPA,44.67,"COULTERVILLE, JCT. RTE. 132 WEST",90,800,670,90,840,670,37.71038675,-120.19696760000,37.71038675000,-120.19696760000
10,49,MPA,48.835,MARIPOSA/TUOLUMNE COUNTY LINE,110,1050,830,,,,37.75059835,-120.24540520000,37.75059835000,-120.24540520000
10,49,TUO,0,MARIPOSA/TUOLUMNE COUNTY LINE,,,,110,1050,830,37.75059835,-120.24540520000,37.75059835000,-120.24540520000
10,49,TUO,R8.779,JCT. RTE. 120,110,1050,850,160,1900,1100,37.81478929,-120.31176280000,37.81478929000,-120.31176280000
10,49,TUO,R10.124,SIMMS RD,160,1900,1100,260,2500,1400,37.89131277,-120.44551870000,37.89131277000,-120.44551870000
10,49,TUO,R11.587,SOUTH JCT. RTE. 108,240,2650,2500,1500,18500,16900,37.90928756,-120.45241960000,37.90928756000,-120.45241960000
10,49,TUO,14.34,"JAMESTOWN, SOUTH JUNCTION MAIN STREET",1550,19200,15600,2150,18500,15600,37.95060352,-120.42474930000,37.95060352000,-120.42468380000
10,49,TUO,14.742,RAWHIDE ROAD/HUMBUG STREET,2150,18500,16900,2300,18700,18500,37.95605256,-120.42269550000,37.95603314000,-120.42263630000
10,49,TUO,16.48,"SONORA, EAST JCT. RTE. 108",2600,24900,21300,1200,12600,11900,37.96516654,-120.39396210000,37.96516654000,-120.39396210000
10,49,TUO,17.35,"SONORA, FAIRVIEW LANE",1850,20600,17600,1000,11500,10700,37.97817733,-120.39053700000,37.97811652000,-120.39048040000
10,49,TUO,17.481,"SONORA, SOUTHGATE DRIVE",1000,11500,10700,1000,11500,10900,37.97976346,-120.38923550000,37.97970454000,-120.38917720000
10,49,TUO,17.965,"SONORA, JCT. RTE. 108U",1250,12600,11500,1700,19300,18300,37.98290107,-120.38219810000,37.98290107000,-120.38219810000
10,49,TUO,18.22,"SONORA, DODGE STREET",1700,19600,18500,1950,19800,19400,37.98615152,-120.38396710000,37.98615152000,-120.38396710000
10,49,TUO,18.49,"SONORA, WASHINGTON STREET/ SHAWS FLAT ROAD",1600,16500,16100,1650,17700,15400,37.99000033,-120.38452800000,37.99000033000,-120.38452800000
10,49,TUO,20.4,COLUMBIA WYE,1350,15200,13300,510,10000,5900,38.01395059,-120.39622040000,38.01395059000,-120.39622040000
10,49,TUO,23.709,RAWHIDE ROAD,540,6100,4400,460,6000,5400,37.98848288,-120.44173700000,37.98848288000,-120.44173700000
10,49,TUO,24.81,TUTTLETOWN,460,4800,4700,590,4400,4050,37.99098845,-120.46169620000,37.99098845000,-120.46169620000
10,49,TUO,R27.521,TUOLUMNE/CALAVERAS COUNTY LINE,570,4950,4500,,,,38.00438784,-120.50021990000,38.00438784000,-120.50021990000
10,49,CAL,R0,TUOLUMNE/CALAVERAS COUNTY LINE,,,,570,4950,4500,38.00438784,-120.50021990000,38.00438784000,-120.50021990000
10,49,CAL,6.66,"ANGELS CAMP, CENTENNIAL RD",500,8600,5500,660,8900,7000,38.06097178,-120.53676270000,38.06097178000,-120.53676270000
10,49,CAL,7.21,"ANGELS CAMP, SOUTH JCT. RTE. 4",840,10900,9300,1300,7100,6000,38.06820942,-120.53907200000,38.06820942000,-120.53907200000
10,49,CAL,8.33,MURPHYS GRADE ROAD,1350,6800,5800,1650,6700,5650,38.07938581,-120.55437610000,38.07942067000,-120.55433530000
10,49,CAL,8.667,NORTH JCT. RTE. 4,1200,10900,9600,990,9200,8200,38.08245896,-120.55882490000,38.08250148000,-120.55879800000
10,49,CAL,9.42,"NORTH ANGELS CAMP, COPELLO DRIVE",810,8100,7700,720,7500,7100,38.08767052,-120.57097750000,38.08767052000,-120.57097750000
10,49,CAL,14.2,FRICOT ROAD,780,7500,6800,700,6900,6600,38.13256459,-120.63495960000,38.13256459000,-120.63495960000
10,49,CAL,18.794,MOUNTAIN RANCH ROAD,770,10900,6700,1100,11600,9100,38.18920884,-120.67458370000,38.18921892000,-120.67448900000
10,49,CAL,19.412,"SAN ANDREAS, MAIN STREET",1100,11700,11100,1050,11500,10900,38.19613595,-120.68091910000,38.19625730000,-120.68095120000
10,49,CAL,R20.496,JCT. RTE. 12 WEST,1050,10800,9300,490,4900,4400,38.20485107,-120.69736110000,38.20485107000,-120.69736110000
10,49,CAL,R22.21,GOLD STRIKE ROAD,470,5000,4600,530,5300,4900,38.22850995,-120.70414950000,38.22850995000,-120.70414950000
10,49,CAL,27.614,"MOKELUMNE HILL, JCT. RTE. 26",510,5000,4600,600,6100,5900,38.29783918,-120.70466220000,38.29783918000,-120.70466220000
10,49,CAL,28.06,CAMPO SECO RD/STOCKTON HILL RD,560,6500,6300,560,6500,6300,38.29972218,-120.71158640000,38.29972218000,-120.71158640000
10,49,CAL,30.865,CALAVERAS/AMADOR COUNTY LINE,570,7300,7100,,,,38.31252982,-120.72029760000,38.31252982000,-120.72029760000
10,49,AMA,0,CALAVERAS/AMADOR COUNTY LINE,,,,580,7300,7100,38.31252982,-120.72029760000,38.31252982000,-120.72029760000
10,49,AMA,2.801,"JACKSON, SCOTTSVILLE BOULEVARD",760,7800,7500,800,8900,8700,38.33535269,-120.75693330000,38.33543835000,-120.75685720000
10,49,AMA,3.12,"JACKSON, BROADWAY AND FULLER LANE",810,8800,8600,810,7000,6400,38.33828969,-120.76095510000,38.33837577000,-120.76087940000
10,49,AMA,3.62,"JACKSON, FRENCH BAR RD",1350,14300,8300,1400,14800,7300,38.34289408,-120.76749940000,38.34296090000,-120.76741790000
10,49,AMA,4.029,"JACKSON, SOUTH JCT. RTE. 88",2050,8300,7800,2150,7600,7400,38.34684873,-120.77313920000,38.34693135000,-120.77307070000
10,49,AMA,4.32,"JACKSON, MAIN/MATTLEY STREETS",1850,20900,18700,1700,19300,17200,38.35043908,-120.77547750000,38.35043617000,-120.77530840000
10,49,AMA,5.934,"MARTELL, NORTH JCT. RTE. 88 WEST",1800,19200,19000,1250,11700,11600,38.36514251,-120.79374550000,38.36529724000,-120.79352130000
10,49,AMA,6.099,JACKSON GATE ROAD,1700,20000,19400,1800,20900,17900,38.36712956,-120.79592820000,38.36719950000,-120.79579640000
10,49,AMA,6.98,"SUTER CREEK, JCT. RTE. 104 WEST",1800,20000,17800,1600,15000,14800,38.37839237,-120.80245750000,38.37848060000,-120.80234270000
10,49,AMA,14.723,"CENTRAL HOUSE, JCT. RTE. 16 WEST",1000,11100,10200,740,7500,6900,38.45488133,-120.86766700000,38.45488133000,-120.86766700000
10,49,AMA,16.53,"PLYMOUTH, BUSH ST",1100,8200,7700,900,8200,7700,38.47337857,-120.85094520000,38.47337857000,-120.85094520000
10,49,AMA,17.22,"PLYMOUTH, MAIN STREET/ FIDDLETOWN ROAD",700,8200,7700,250,7300,5200,38.48180721,-120.84482840000,38.48180721000,-120.84482840000
10,49,AMA,17.4,HALKS VIEW RD,250,2650,2500,220,2200,2100,38.48428472,-120.84535220000,38.48428472000,-120.84535220000
10,49,AMA,22.116,AMADOR/EL DORADO COUNTY LINE,180,2100,2050,,,,38.55074497,-120.84967990000,38.55074497000,-120.84967990000
3,49,ED,0,AMADOR/EL DORADO COUNTY LINE,,,,180,2100,2050,38.55074497,-120.84967990000,38.55074497000,-120.84967990000
3,49,ED,1.65,"NASHVILLE, SOUTH",250,2300,2200,250,2300,2200,38.57388147,-120.84611570000,38.57388147000,-120.84611570000
3,49,ED,8.352,CHINA HILL ROAD,450,4000,3800,690,6400,6000,38.66452321,-120.85348340000,38.66452321000,-120.85348340000
3,49,ED,9.494,"EL DORADO, UNION MINE ROAD",690,6400,6000,770,7500,7000,38.68020107,-120.84766110000,38.68020107000,-120.84766110000
3,49,ED,9.641,"EL DORADO, PLEASANT VALLEY ROAD",770,7500,7000,1050,10200,9600,38.68221107,-120.84700810000,38.68221107000,-120.84700810000
3,49,ED,11.239,MISSOURI FLAT ROAD,1500,14300,13500,1400,15600,15000,38.6928611,-120.82342940000,38.69286110000,-120.82342940000
3,49,ED,11.859,"DIAMOND SPRINGS, PLEASANT VALLEY ROAD",1400,15600,15000,560,6600,6200,38.6948193,-120.81334830000,38.69481930000,-120.81334830000
3,49,ED,14.463,"PLACERVILLE, FISKE ROAD",800,9000,8500,800,9000,8500,38.72462007,-120.80338710000,38.72462007000,-120.80338710000
3,49,ED,R14.597,"PLACERVILLE, PACIFIC ST/RTE 49 LEFT TURN",900,9000,8700,1200,12500,11000,38.72653161,-120.80296240000,38.72653161000,-120.80296240000
3,49,ED,R14.708,"PLACERVILLE, PACIFIC ST AT MAIN ST",1200,12500,11000,1200,13600,12000,38.72767707,-120.80405210000,38.72767707000,-120.80405210000
3,49,ED,14.891,"PLACERVILLE, JCT. RTE. 50",930,12000,10600,850,8400,7600,38.72812387,-120.80536810000,38.72812387000,-120.80536810000
3,49,ED,15.685,JCT. RTE. 193 NORTH,700,6700,5700,580,6100,5300,38.73759107,-120.81124710000,38.73759107000,-120.81124710000
3,49,ED,16.44,DIANA STREET,450,4750,4100,400,4500,3900,38.74486387,-120.82012870000,38.74486387000,-120.82012870000
3,49,ED,19.42,GOLD HILL ROAD,260,3100,2700,260,3000,2550,38.76398438,-120.85618700000,38.76398438000,-120.85618700000
3,49,ED,22.865,"COLOMA, JCT. RTE. 153 WEST",260,3000,2550,500,5700,4750,38.79682107,-120.88919910000,38.79682107000,-120.88919910000
3,49,ED,24.48,MARSHALL GRADE ROAD,650,7300,6100,450,4700,4100,38.81008224,-120.90941520000,38.81012220000,-120.90934650000
3,49,ED,28.19,HASTINGS CREEK BRIDGE,430,4400,3800,430,4400,3800,38.82840332,-120.97011240000,38.82840332000,-120.97011240000
3,49,ED,34.466,"COOL, JCT. RTE. 193 EAST",470,4600,4000,800,9200,8800,38.88697632,-121.01589740000,38.88697632000,-121.01589740000
3,49,ED,38.233,EL DORADO/PLACER COUNTY LINE,800,9200,8800,,,,38.91544303,-121.04046160000,38.91544303000,-121.04046160000
3,49,PLA,0,EL DORADO/PLACER COUNTY LINE,,,,800,9200,8800,38.91544303,-121.04046160000,38.91544303000,-121.04046160000
3,49,PLA,2.36,"AUBURN, BORLAND AVENUE",900,10100,9100,1300,15000,14000,38.90410021,-121.06561140000,38.90410021000,-121.06561140000
3,49,PLA,3.208,"AUBURN, JCT. RTE. 80",1100,11000,9000,2700,31500,30000,38.9002322,-121.07473090000,38.90029199000,-121.07463080000
3,49,PLA,3.78,"AUBURN, PALM AVENUE",2950,36000,34300,3100,37500,35600,38.90835073,-121.07699840000,38.90835123000,-121.07687250000
3,49,PLA,5.21,LUTHER ROAD,3200,39000,37400,3550,44000,42000,38.92721175,-121.08665650000,38.92729902000,-121.08647760000
3,49,PLA,5.86,ATWOOD ROAD,3500,42000,40000,3600,42500,40500,38.93509829,-121.09334220000,38.93517410000,-121.09315500000
3,49,PLA,5.99,COTTAGE DRIVE,3600,42500,40500,3600,42500,40500,38.93661874,-121.09473620000,38.93667496000,-121.09454810000
3,49,PLA,6.38,"AUBURN, BELL ROAD",3250,39500,37700,2950,37000,34700,38.94199204,-121.09714170000,38.94202943000,-121.09700040000
3,49,PLA,7.427,DRY CREEK ROAD,2950,35000,33000,2950,34000,32000,38.95667097,-121.10135930000,38.95665519000,-121.10125020000
3,49,PLA,R8.973,LORENSEN RD,2850,32000,30700,2850,32000,30700,38.97818789,-121.10837670000,38.97818796000,-121.10823730000
3,49,PLA,11.373,PLACER/NEVADA COUNTY LINE,2850,32000,30700,,,,39.01194374,-121.10438580000,39.01192395000,-121.10422400000
3,49,NEV,0,PLACER/NEVADA COUNTY LINE,,,,2850,32100,30700,39.01194374,-121.10438580000,39.01192395000,-121.10422400000
3,49,NEV,2.194,WOLF/COMBIE ROADS,2900,32000,31000,2150,24300,23200,39.04257266,-121.09468660000,39.04255125000,-121.09454380000
3,49,NEV,3.614,SOUTH WOLF CREEK BRIDGE,2150,24300,23200,2150,24300,23200,39.06209647,-121.08873250000,39.06209647000,-121.08873250000
3,49,NEV,9.22,ALTA SIERRA DRIVE,2150,24000,22900,2250,25500,24200,39.14105973,-121.07116760000,39.14105973000,-121.07116760000
3,49,NEV,10.71,LOWER LA BARR MEADOWS ROAD,2300,25500,24200,2350,26500,24800,39.16023518,-121.05905970000,39.16023518000,-121.05905970000
3,49,NEV,R13.663,SOUTH GRASS VALLEY,2600,28500,26800,3200,35000,31900,39.20037,-121.05955200000,39.20044207000,-121.05939910000
3,49,NEV,R14.475,"NEVADA CITY, JCT. RTE. 20",3200,35000,31900,1200,13000,11700,39.20955834,-121.06821930000,39.20953291000,-121.06804610000
3,49,NEV,15.81,WEST BROAD STREET,800,9000,7900,680,7300,6600,39.26733521,-121.02901040000,39.26733521000,-121.02901040000
3,49,NEV,17.54,NEWTOWN/INDIAN FLAT ROAD,630,6800,6100,570,5800,5300,39.26928271,-121.05757560000,39.26933675000,-121.05747770000
3,49,NEV,R25.69,TYLER FOOTE CROSSING ROAD,500,4700,4250,420,3300,2950,39.32871362,-121.11119940000,39.32871362000,-121.11119940000
3,49,NEV,27.52,PLEASANT VALLEY ROAD,420,3300,2950,370,3050,2650,39.34292007,-121.12012410000,39.34292007000,-121.12012410000
3,49,NEV,R32.637,NEVADA/YUBA COUNTY LINE,290,2700,2000,,,,39.39402458,-121.08425260000,39.39402458000,-121.08425260000
3,49,YUB,R0,NEVADA/YUBA COUNTY LINE,,,,290,2700,2000,39.39402458,-121.08425260000,39.39402458000,-121.08425260000
3,49,YUB,1.685,RIDGE ROAD,290,2700,2000,230,2200,1600,39.41376114,-121.07105970000,39.41376114000,-121.07105970000
3,49,YUB,3.59,MARYSVILLE ROAD,230,2200,1600,150,1500,1050,39.43856401,-121.07081730000,39.43856401000,-121.07081730000
3,49,YUB,5.38,CAMPTONVILLE ROAD,150,1500,1050,130,1350,950,39.45548753,-121.05275350000,39.45548753000,-121.05275350000
3,49,YUB,9.372,YUBA/SIERRA COUNTY LINE,170,1150,800,,,,39.49403607,-121.03189110000,39.49403607000,-121.03189110000
3,49,SIE,0,YUBA/SIERRA COUNTY LINE,,,,170,1150,800,39.49403607,-121.03189110000,39.49403607000,-121.03189110000
3,49,SIE,R12.23,GOODYEAR CREEK ROAD,130,850,600,150,960,690,39.54169357,-120.88840510000,39.54169357000,-120.88840510000
3,49,SIE,16.291,SADDLE BACK ROAD,150,960,690,160,1050,750,39.55788122,-120.83422040000,39.55788122000,-120.83422040000
3,49,SIE,16.787,"DOWNIEVILLE, MAIN STREET",160,1050,750,150,1000,690,39.55995234,-120.82795120000,39.55995234000,-120.82795120000
3,49,SIE,29.19,"SIERRA CITY, WEST CITY LIMITS",150,950,640,110,800,530,39.56534573,-120.63756080000,39.56534573000,-120.63756080000
3,49,SIE,R34.307,GOLD LAKE ROAD,110,770,480,100,670,400,39.61708836,-120.59132850000,39.61708836000,-120.59132850000
3,49,SIE,47.45,"SATTLEY, JCT. RTE. 89",90,600,340,130,1200,950,39.62408187,-120.43532230000,39.62408187000,-120.43532230000
3,49,SIE,47.86,"SIERRAVILLE, LEMON CANYON ROAD",130,1200,950,140,1100,900,39.58837047,-120.35919130000,39.58837047000,-120.35919130000
3,49,SIE,56.54,ANTELOPE VALLEY ROAD,140,1100,900,140,1100,900,39.67933612,-120.31661630000,39.67933612000,-120.31661630000
3,49,SIE,60.545,"LOYALTON, SMITHNECK CREEK",190,1400,1200,190,1400,1200,39.67578407,-120.24629910000,39.67578407000,-120.24629910000
3,49,SIE,61.32,SMITHNECK ROAD,230,1600,1400,180,1300,950,39.67515923,-120.23153460000,39.67515923000,-120.23153460000
3,49,SIE,64.047,SIERRA/PLUMAS COUNTY LINE,170,1250,880,,,,39.70802335,-120.22178370000,39.70802335000,-120.22178370000
2,49,PLU,0,SIERRA/PLUMAS COUNTY LINE,,,,90,800,660,39.70802335,-120.22178370000,39.70802335000,-120.22178370000
2,49,PLU,3.92,DYSON LANE,90,770,660,120,1250,1000,39.76232249,-120.20919370000,39.76232249000,-120.20919370000
2,49,PLU,7.5,JCT. RTE. 70,120,1250,1000,,,,39.80450707,-120.17809010000,39.80450707000,-120.17809010000
3,50,YOL,0,JCT. RTE. 80 EAST,,,,9900,125000,119600,38.5757022,-121.56658030000,38.57523662000,-121.57024380000
3,50,YOL,0.35,"WEST SACRAMENTO, JCT. RTE. 80",9900,125000,119600,9900,125000,119600,38.57561717,-121.56401370000,38.57546267000,-121.56453100000
